cell_id,lon_min,lat_min,lon_max,lat_max,date,year,month,ndvi,rainfall,lst_c,pdsi,vpd,aet,def,lon,lat
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2011-01-01,2011,1,0.25265,12.915,33.293,-0.877,2.191,7.643,77.416,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2011-02-01,2011,2,0.32103,20.667,33.805,-0.368,2.078,8.645,76.559,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2011-03-01,2011,3,0.3268,24.362,30.139,-0.96,2.124,13.706,73.567,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2011-04-01,2011,4,0.36329,43.369,33.694,-0.83,2.155,17.434,73.224,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2011-05-01,2011,5,0.40921,57.932,36.93,-0.215,2.188,22.452,65.282,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2011-06-01,2011,6,0.34814,58.365,39.067,-0.756,2.303,20.589,69.475,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2011-07-01,2011,7,0.36818,52.556,37.607,-0.554,2.262,19.727,70.396,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2011-08-01,2011,8,0.33964,35.2,33.88,-0.523,2.147,18.107,70.249,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2011-09-01,2011,9,0.31294,20.574,31.641,-0.876,1.894,11.044,74.43,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2011-10-01,2011,10,0.31745,23.754,31.012,-0.146,1.767,11.995,70.089,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2011-11-01,2011,11,0.31006,17.245,30.822,-0.267,1.751,12.073,70.711,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2011-12-01,2011,12,0.33845,25.146,29.576,-0.116,1.724,14.61,67.789,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2012-01-01,2012,1,0.32182,24.826,29.869,-0.123,1.617,15.435,70.93,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2012-02-01,2012,2,0.36031,29.101,30.467,-0.282,1.833,21.128,69.338,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2012-03-01,2012,3,0.39522,24.093,28.985,-0.082,1.605,16.088,67.825,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2012-04-01,2012,4,0.3981,49.859,31.793,0.2,1.86,23.976,67.3,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2012-05-01,2012,5,0.42373,69.325,35.225,0.015,2.056,29.41,61.989,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2012-06-01,2012,6,0.40408,66.463,39.211,-0.153,2.301,29.905,68.094,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2012-07-01,2012,7,0.36158,53.803,36.271,0.029,2.125,20.099,70.415,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2012-08-01,2012,8,0.33694,35.189,34.195,-0.275,2.072,18.393,69.716,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2012-09-01,2012,9,0.32115,28.346,29.859,-0.289,1.828,14.396,74.822,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2012-10-01,2012,10,0.33189,21.44,30.168,-0.538,1.74,15.981,73.452,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2012-11-01,2012,11,0.33121,20.723,28.897,-0.792,1.734,13.654,69.322,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2012-12-01,2012,12,0.3183,26.726,28.409,-0.185,1.722,17.93,73.958,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2013-01-01,2013,1,0.33991,21.638,29.311,-0.231,1.811,16.236,72.202,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2013-02-01,2013,2,0.35581,20.466,29.649,-0.19,1.783,11.704,69.447,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2013-03-01,2013,3,0.40132,23.044,29.551,0.451,1.563,17.197,71.221,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2013-04-01,2013,4,0.41527,48.533,33.396,-0.185,1.876,24.838,67.613,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2013-05-01,2013,5,0.46122,66.196,35.076,0.172,2.031,27.655,63.754,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2013-06-01,2013,6,0.39429,65.626,35.842,-0.277,2.098,24.871,65.392,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2013-07-01,2013,7,0.37207,61.395,36.928,-0.394,2.089,22.995,66.805,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2013-08-01,2013,8,0.35838,41.951,33.869,-0.438,1.982,20.761,67.886,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2013-09-01,2013,9,0.32578,14.607,29.484,-0.337,1.966,15.71,72.78,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2013-10-01,2013,10,0.33857,22.423,28.74,0.055,1.8,19.738,69.662,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2013-11-01,2013,11,0.32137,18.483,28.908,-0.328,1.762,14.363,70.642,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2013-12-01,2013,12,0.31209,20.4,29.589,-0.85,1.712,13.083,69.434,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2014-01-01,2014,1,0.32669,17.019,29.82,0.094,1.694,16.928,72.221,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2014-02-01,2014,2,0.34257,15.601,30.823,-0.739,1.994,9.112,73.045,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2014-03-01,2014,3,0.36111,24.075,31.896,0.145,1.966,10.541,69.255,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2014-04-01,2014,4,0.39006,45.771,33.097,-0.482,1.975,18.846,71.843,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2014-05-01,2014,5,0.39831,49.986,38.067,-0.471,2.104,22.521,68.43,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2014-06-01,2014,6,0.3436,49.6,41.09,-0.988,2.461,19.158,75.975,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2014-07-01,2014,7,0.33535,45.2,38.546,-0.667,2.472,18.142,74.05,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2014-08-01,2014,8,0.29361,28.261,37.436,-0.732,2.515,11.087,83.221,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2014-09-01,2014,9,0.2709,11.482,32.806,-1.03,2.319,9.025,81.312,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2014-10-01,2014,10,0.25678,23.544,32.348,-1.021,2.229,12.944,77.498,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2014-11-01,2014,11,0.27537,11.704,33.521,-1.02,2.357,10.161,84.948,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2014-12-01,2014,12,0.26621,16.867,32.735,-1.102,2.259,12.377,80.723,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2015-01-01,2015,1,0.27846,14.783,32.842,-0.844,2.294,9.723,77.099,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2015-02-01,2015,2,0.30021,12.234,33.086,-0.877,2.182,8.012,76.704,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2015-03-01,2015,3,0.33082,14.045,32.712,-1.003,2.383,8.55,79.32,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2015-04-01,2015,4,0.32225,34.303,35.618,-1.235,2.269,14.513,74.016,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2015-05-01,2015,5,0.33359,49.379,38.882,-0.655,2.509,20.632,74.184,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2015-06-01,2015,6,0.33086,50.583,39.764,-0.39,2.615,17.652,75.648,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2015-07-01,2015,7,0.31605,44.683,39.592,-0.929,2.616,12.642,76.081,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2015-08-01,2015,8,0.28462,27.844,35.034,-0.958,2.422,13.696,79.443,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2015-09-01,2015,9,0.28135,8.687,33.395,-1.036,2.291,3.429,77.836,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2015-10-01,2015,10,0.31276,21.902,31.32,-1.053,2.183,11.762,77.569,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2015-11-01,2015,11,0.29039,15.673,31.379,-0.889,2.074,11.238,76.308,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2015-12-01,2015,12,0.30708,6.717,30.655,-0.587,2.029,9.932,80.952,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2016-01-01,2016,1,0.32947,18.915,30.035,-0.342,1.955,13.025,74.523,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2016-02-01,2016,2,0.33326,23.811,30.719,-0.612,1.796,14.3,66.891,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2016-03-01,2016,3,0.37536,32.139,29.156,-0.787,1.864,18.574,69.012,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2016-04-01,2016,4,0.40284,47.38,33.624,-0.641,1.8,20.38,67.78,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2016-05-01,2016,5,0.40401,68.254,37.109,0.22,1.951,34.758,66.793,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2016-06-01,2016,6,0.40479,70.748,38.473,-0.181,2.128,26.509,66.33,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2016-07-01,2016,7,0.37304,61.222,36.678,-0.547,2.169,27.901,69.699,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2016-08-01,2016,8,0.35392,41.512,34.949,-0.052,1.974,19.042,74.325,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2016-09-01,2016,9,0.32764,13.278,31.099,-0.634,2.031,15.069,76.329,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2016-10-01,2016,10,0.32435,24.316,29.084,0.227,1.946,14.055,71.211,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2016-11-01,2016,11,0.33662,19.564,30.107,0.076,1.763,17.858,73.294,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2016-12-01,2016,12,0.33762,18.935,28.204,-0.239,1.791,13.475,76.685,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2017-01-01,2017,1,0.32518,19.63,28.705,-0.214,1.816,14.706,72.819,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2017-02-01,2017,2,0.35509,21.69,29.858,-0.123,1.827,17.344,69.207,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2017-03-01,2017,3,0.39684,19.643,29.801,-0.123,1.807,14.735,69.649,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2017-04-01,2017,4,0.42699,49.188,32.901,-0.208,1.842,28.018,70.22,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2017-05-01,2017,5,0.41242,61.911,36.923,-0.069,1.944,27.315,65.601,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2017-06-01,2017,6,0.39797,65.326,38.116,-0.003,2.152,24.15,66.544,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2017-07-01,2017,7,0.37933,56.19,36.168,-0.288,2.099,27.887,72.207,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2017-08-01,2017,8,0.36321,25.635,34.827,-0.548,2.106,19.122,69.051,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2017-09-01,2017,9,0.31147,18.376,32.703,-0.595,1.873,15.885,76.766,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2017-10-01,2017,10,0.30846,19.669,29.761,-0.027,1.732,15.358,74.084,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2017-11-01,2017,11,0.32865,19.81,30.636,-0.331,1.785,13.437,71.257,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2017-12-01,2017,12,0.31836,23.356,28.924,-0.566,1.772,19.48,72.359,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2018-01-01,2018,1,0.33224,10.312,30.316,-0.349,1.748,11.302,73.16,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2018-02-01,2018,2,0.35132,17.254,30.009,-0.688,1.818,17.184,73.54,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2018-03-01,2018,3,0.37845,22.372,29.066,-0.134,1.694,18.168,72.761,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2018-04-01,2018,4,0.42197,54.206,33.864,-0.405,1.922,25.544,64.505,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2018-05-01,2018,5,0.42268,70.891,35.465,0.41,1.937,28.826,59.617,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2018-06-01,2018,6,0.40693,61.218,36.98,-0.408,2.01,26.243,64.669,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2018-07-01,2018,7,0.37441,53.884,38.388,0.081,2.182,24.982,66.984,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2018-08-01,2018,8,0.32706,34.78,34.309,-0.612,2.049,17.333,71.8,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2018-09-01,2018,9,0.30841,17.249,30.849,-0.373,2.204,15.328,76.561,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2018-10-01,2018,10,0.29143,15.642,31.574,-1.142,2.053,11.542,71.884,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2018-11-01,2018,11,0.27935,14.606,31.238,-0.771,2.144,8.619,76.022,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2018-12-01,2018,12,0.26968,12.744,32.829,-0.936,2.162,12.842,81.03,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2019-01-01,2019,1,0.28785,9.346,32.376,-0.946,2.123,11.379,81.106,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2019-02-01,2019,2,0.33223,19.208,32.34,-0.978,2.023,10.659,77.36,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2019-03-01,2019,3,0.33167,25.387,31.873,-1.222,2.267,12.737,75.806,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2019-04-01,2019,4,0.33542,47.808,36.614,-0.684,2.536,22.58,75.103,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2019-05-01,2019,5,0.34427,44.294,39.649,-0.383,2.373,18.429,72.065,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2019-06-01,2019,6,0.31171,48.564,41.037,-0.261,2.535,14.863,76.508,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2019-07-01,2019,7,0.29873,48.065,39.459,-1.095,2.512,17.461,74.918,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2019-08-01,2019,8,0.29349,29.834,37.64,-1.146,2.447,12.08,78.202,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2019-09-01,2019,9,0.26448,14.825,33.17,-1.477,2.338,9.922,78.087,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2019-10-01,2019,10,0.24392,19.327,31.238,-1.321,2.218,12.054,81.221,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2019-11-01,2019,11,0.24871,20.165,33.149,-1.123,2.25,13.911,74.958,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2019-12-01,2019,12,0.27191,20.729,30.474,-0.898,2.143,11.592,74.916,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2020-01-01,2020,1,0.2974,17.624,32.052,-0.464,2.137,9.388,74.302,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2020-02-01,2020,2,0.32628,22.963,33.175,-0.746,2.154,15.55,74.108,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2020-03-01,2020,3,0.34286,21.832,30.503,-0.333,2.132,13.365,68.527,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2020-04-01,2020,4,0.37315,41.259,34.478,-0.458,2.132,17.982,71.092,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2020-05-01,2020,5,0.41925,59.196,36.138,-0.344,1.978,28.189,65.069,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2020-06-01,2020,6,0.38911,64.186,37.794,-0.291,2.362,24.672,65.814,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2020-07-01,2020,7,0.34862,54.602,36.975,-0.457,2.43,19.374,69.019,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2020-08-01,2020,8,0.33781,35.094,36.205,-0.407,2.114,17.809,69.232,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2020-09-01,2020,9,0.32235,17.752,30.663,-0.34,1.941,14.71,74.726,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2020-10-01,2020,10,0.32677,22.859,30.906,-0.146,1.656,12.03,75.647,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2020-11-01,2020,11,0.30597,17.686,29.96,-0.721,1.703,16.374,70.72,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2020-12-01,2020,12,0.33895,17.677,29.062,-0.186,1.721,16.453,71.4,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2021-01-01,2021,1,0.34784,17.67,29.688,-0.626,1.8,20.079,72.473,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2021-02-01,2021,2,0.36836,19.163,29.657,-0.791,1.896,17.464,70.135,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2021-03-01,2021,3,0.39118,25.093,29.231,-0.314,1.778,15.105,69.475,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2021-04-01,2021,4,0.38361,53.839,32.427,-0.079,2.066,26.908,64.044,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2021-05-01,2021,5,0.40598,65.239,36.213,-0.141,2.001,31.592,62.354,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2021-06-01,2021,6,0.36421,71.168,36.884,0.148,2.189,30.035,66.028,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2021-07-01,2021,7,0.38191,56.573,36.578,-0.299,2.087,20.854,63.876,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2021-08-01,2021,8,0.33125,35.885,32.371,-0.475,2.022,18.057,64.686,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2021-09-01,2021,9,0.31849,24.05,29.649,-0.825,2.013,16.212,71.583,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2021-10-01,2021,10,0.31315,16.845,29.894,-0.316,1.716,15.892,73.377,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2021-11-01,2021,11,0.31734,16.645,27.885,-0.776,1.766,14.283,70.729,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2021-12-01,2021,12,0.31817,13.837,30.8,0.147,1.763,14.713,72.803,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2022-01-01,2022,1,0.35433,20.386,30.716,-0.818,1.828,16.838,71.616,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2022-02-01,2022,2,0.37582,25.87,31.31,-0.457,1.665,18.888,73.938,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2022-03-01,2022,3,0.38165,16.852,30.71,-0.864,1.797,16.673,71.283,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2022-04-01,2022,4,0.39915,44.29,34.651,0.112,1.785,23.007,68.65,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2022-05-01,2022,5,0.4124,67.764,37.188,0.179,1.899,25.92,62.101,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2022-06-01,2022,6,0.41832,65.101,39.353,-0.244,2.216,28.248,67.926,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2022-07-01,2022,7,0.3747,53.737,37.196,-0.329,2.143,22.877,67.124,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2022-08-01,2022,8,0.35155,30.998,35.511,-0.041,2.118,15.861,70.736,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2022-09-01,2022,9,0.31421,17.507,31.812,-1.018,1.91,12.908,76.638,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2022-10-01,2022,10,0.31994,12.528,30.362,-0.647,1.776,11.473,74.177,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2022-11-01,2022,11,0.29946,22.963,31.212,-0.478,1.649,16.066,73.465,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2022-12-01,2022,12,0.29786,24.338,28.812,-0.44,1.742,16.067,73.928,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2023-01-01,2023,1,0.29937,12.457,30.876,-0.319,1.942,10.515,72.174,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2023-02-01,2023,2,0.3212,18.69,32.298,-0.775,1.917,16.08,70.099,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2023-03-01,2023,3,0.3483,27.081,31.036,-0.727,2.045,13.325,76.683,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2023-04-01,2023,4,0.37516,46.677,33.941,-0.59,2.188,22.83,69.447,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2023-05-01,2023,5,0.37086,58.686,38.179,-0.339,2.34,20.383,68.014,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2023-06-01,2023,6,0.35629,48.544,39.698,-0.602,2.417,17.424,74.334,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2023-07-01,2023,7,0.30534,47.497,38.795,-0.809,2.58,17.815,72.147,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2023-08-01,2023,8,0.29279,35.73,37.021,-1.109,2.561,14.922,77.609,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2023-09-01,2023,9,0.26458,9.246,34.767,-0.978,2.372,6.003,81.401,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2023-10-01,2023,10,0.24678,24.032,32.168,-1.024,2.191,14.164,74.092,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2023-11-01,2023,11,0.26337,12.604,32.875,-0.877,2.37,9.051,79.137,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2023-12-01,2023,12,0.23361,18.254,31.485,-0.757,2.26,11.847,76.527,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2024-01-01,2024,1,0.27005,20.001,33.297,-0.927,2.267,8.734,77.331,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2024-02-01,2024,2,0.27478,16.265,32.256,-0.932,2.297,11.637,80.172,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2024-03-01,2024,3,0.32073,23.047,33.439,-1.449,2.309,9.77,74.594,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2024-04-01,2024,4,0.34976,35.028,37.843,-1.036,2.256,15.122,76.352,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2024-05-01,2024,5,0.36626,54.235,37.317,-0.707,2.466,20.878,69.306,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2024-06-01,2024,6,0.33709,55.522,40.283,-0.493,2.581,22.343,74.251,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2024-07-01,2024,7,0.3311,45.399,37.464,-0.651,2.475,11.441,75.54,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2024-08-01,2024,8,0.32629,27.281,36.956,-0.935,2.383,12.856,77.912,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2024-09-01,2024,9,0.27396,15.859,32.183,-0.539,2.22,11.691,79.097,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2024-10-01,2024,10,0.29617,20.897,30.369,-0.537,2.097,18.756,75.716,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2024-11-01,2024,11,0.28558,15.002,29.635,-0.821,1.686,11.238,76.5,-0.1818,14.0
12,-0.6818181818181817,13.5,0.31818181818181834,14.5,2024-12-01,2024,12,0.29037,18.414,30.146,-0.264,1.905,14.112,67.836,-0.1818,14.0
13,-0.6818181818181817,18.7,0.31818181818181834,19.7,2001-01-01,2001,1,0.2995,14.985,31.299,-0.671,2.093,13.422,72.87,-0.1818,19.2
13,-0.6818181818181817,18.7,0.31818181818181834,19.7,2001-02-01,2001,2,0.32401,13.379,29.933,-0.589,2.1,12.703,71.008,-0.1818,19.2
13,-0.6818181818181817,18.7,0.31818181818181834,19.7,2001-03-01,2001,3,0.34765,22.66,31.461,-0.033,1.999,21.337,67.2,-0.1818,19.2
13,-0.6818181818181817,18.7,0.31818181818181834,19.7,2001-04-01,2001,4,0.37024,44.395,33.266,-0.231,2.196,22.834,65.475,-0.1818,19.2
